Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
70.7,0.44,0.69,0.74,0.7,23.99,PCA4credit-g,1000,2,4,RandomForest,3069,2.89E+12
64.6,0.59,0.65,0.62,0.59,21.86,PCA4credit-g,1000,2,4,RandomTree,46,2.89E+12
72.4,0.44,0.69,0.72,0.7,24.55,PCA4credit-g,1000,2,4,REPTree,31,2.89E+12
45.3,0.33,0.31,0.38,0.62,15.53,PCA4Glass,214,6,4,DecisionStump,2,2.89E+12
70.09,0.31,0.66,0.59,0.77,23.85,PCA4Glass,214,6,4,LibSVM,143,2.89E+12
62.75,0.28,0.59,0.71,0.85,21.44,PCA4Glass,214,6,4,MultilayerPerceptron,2993,2.89E+12
62.16,0.3,0.59,0.69,0.81,21.23,PCA4Glass,214,6,4,Logistic,157,2.89E+12
62.62,0.3,0.59,0.68,0.81,21.38,PCA4Glass,214,6,4,SimpleLogistic,725,2.89E+12
47.64,0.34,0.35,0.42,0.67,16.32,PCA4Glass,214,6,4,SMO,550,2.89E+12
69.55,0.31,0.68,0.61,0.79,23.68,PCA4Glass,214,6,4,IBk,5,2.89E+12
70.11,0.27,0.68,0.81,0.89,23.91,PCA4Glass,214,6,4,KStar,365,2.89E+12
44.87,0.32,0.31,0.67,0.79,15.45,PCA4Glass,214,6,4,LWL,118,2.89E+12
59.81,0.3,0.55,0.62,0.81,20.44,PCA4Glass,214,6,4,BayesNet,8,2.89E+12
48.14,0.34,0.43,0.6,0.73,16.51,PCA4Glass,214,6,4,NaiveBayes,3,2.89E+12
48.14,0.34,0.43,0.6,0.73,16.51,PCA4Glass,214,6,4,NaiveBayesUpdateable,4,2.89E+12
45.3,0.33,0.31,0.38,0.62,15.53,PCA4Glass,214,6,4,AdaBoostM1,6,2.89E+12
70.5,0.27,0.68,0.79,0.88,24.04,PCA4Glass,214,6,4,Bagging,70,2.89E+12
35.5,0.35,0.19,0.26,0.5,12.22,PCA4Glass,214,6,4,Stacking,5,2.89E+12
66.82,0.28,0.64,0.74,0.85,22.79,PCA4Glass,214,6,4,LogitBoost,221,2.89E+12
35.5,0.35,0.19,0.26,0.5,12.22,PCA4Glass,214,6,4,Vote,0,2.89E+12
58.81,0.3,0.53,0.59,0.79,20.1,PCA4Glass,214,6,4,DecisionTable,42,2.89E+12
58.01,0.32,0.53,0.5,0.73,19.81,PCA4Glass,214,6,4,JRip,102,2.89E+12
57.47,0.37,0.52,0.46,0.69,19.59,PCA4Glass,214,6,4,OneR,5,2.89E+12
35.5,0.35,0.19,0.26,0.5,12.22,PCA4Glass,214,6,4,ZeroR,1,2.89E+12
68.7,0.29,0.65,0.69,0.83,23.42,PCA4Glass,214,6,4,PART,30,2.89E+12
67.21,0.28,0.65,0.74,0.86,22.93,PCA4Glass,214,6,4,RandomCommittee,98,2.89E+12
68.7,0.29,0.67,0.71,0.84,23.42,PCA4Glass,214,6,4,J48,17,2.89E+12
65.91,0.3,0.63,0.69,0.83,22.48,PCA4Glass,214,6,4,LMT,2436,2.90E+12
75.17,0.25,0.73,0.82,0.9,25.61,PCA4Glass,214,6,4,RandomForest,547,2.90E+12
67.64,0.33,0.66,0.59,0.78,23.03,PCA4Glass,214,6,4,RandomTree,7,2.90E+12
62.1,0.3,0.58,0.61,0.8,21.2,PCA4Glass,214,6,4,REPTree,7,2.90E+12
76.79,0.39,0.74,0.78,0.72,26.04,PCA4hepatitis,155,2,4,DecisionStump,1,2.90E+12
85.17,0.37,0.84,0.8,0.73,28.84,PCA4hepatitis,155,2,4,LibSVM,55,2.90E+12
85.17,0.35,0.84,0.92,0.87,28.9,PCA4hepatitis,155,2,4,MultilayerPerceptron,954,2.90E+12
87.75,0.31,0.87,0.93,0.89,29.78,PCA4hepatitis,155,2,4,Logistic,21,2.90E+12
86.46,0.3,0.86,0.93,0.89,29.35,PCA4hepatitis,155,2,4,SimpleLogistic,202,2.90E+12
85.83,0.36,0.85,0.81,0.73,29.07,PCA4hepatitis,155,2,4,SMO,43,2.90E+12
80.63,0.42,0.8,0.78,0.7,27.3,PCA4hepatitis,155,2,4,IBk,2,2.90E+12
82.54,0.38,0.81,0.87,0.79,27.98,PCA4hepatitis,155,2,4,KStar,182,2.90E+12
81.29,0.37,0.82,0.88,0.79,27.57,PCA4hepatitis,155,2,4,LWL,52,2.90E+12
78.71,0.38,0.74,0.8,0.73,26.69,PCA4hepatitis,155,2,4,BayesNet,4,2.90E+12
86.46,0.32,0.86,0.92,0.88,29.34,PCA4hepatitis,155,2,4,NaiveBayes,2,2.90E+12
86.46,0.32,0.86,0.92,0.88,29.34,PCA4hepatitis,155,2,4,NaiveBayesUpdateable,3,2.90E+12
83.08,0.35,0.83,0.88,0.83,28.19,PCA4hepatitis,155,2,4,AdaBoostM1,37,2.90E+12
83.83,0.33,0.83,0.9,0.84,28.45,PCA4hepatitis,155,2,4,Bagging,25,2.90E+12
79.38,0.4,0.7,0.67,0.5,26.82,PCA4hepatitis,155,2,4,Stacking,4,2.90E+12
84.5,0.33,0.83,0.9,0.84,28.67,PCA4hepatitis,155,2,4,LogitBoost,46,2.90E+12
79.38,0.4,0.7,0.67,0.5,26.82,PCA4hepatitis,155,2,4,Vote,0,2.90E+12
78.71,0.4,0.74,0.74,0.63,26.65,PCA4hepatitis,155,2,4,DecisionTable,22,2.90E+12
80.58,0.38,0.8,0.77,0.67,27.29,PCA4hepatitis,155,2,4,JRip,21,2.90E+12
83.92,0.39,0.83,0.79,0.72,28.42,PCA4hepatitis,155,2,4,OneR,1,2.90E+12
79.38,0.4,0.7,0.67,0.5,26.82,PCA4hepatitis,155,2,4,ZeroR,0,2.90E+12
82.54,0.37,0.82,0.82,0.75,27.98,PCA4hepatitis,155,2,4,PART,5,2.90E+12
83.88,0.37,0.83,0.84,0.78,28.43,PCA4hepatitis,155,2,4,RandomCommittee,44,2.90E+12
82.54,0.37,0.81,0.81,0.73,27.97,PCA4hepatitis,155,2,4,J48,5,2.90E+12
86.46,0.3,0.86,0.93,0.89,29.35,PCA4hepatitis,155,2,4,LMT,297,2.90E+12
84.54,0.32,0.83,0.9,0.84,28.69,PCA4hepatitis,155,2,4,RandomForest,250,2.90E+12
78.08,0.46,0.78,0.76,0.69,26.44,PCA4hepatitis,155,2,4,RandomTree,3,2.90E+12
85.79,0.34,0.84,0.85,0.8,29.09,PCA4hepatitis,155,2,4,REPTree,3,2.90E+12
61.99,0.48,0.62,0.58,0.62,21.04,PCA4KSvsKP,3196,2,4,DecisionStump,48,2.90E+12
69.53,0.55,0.7,0.64,0.7,23.56,PCA4KSvsKP,3196,2,4,LibSVM,10576,2.91E+12
63.89,0.47,0.63,0.71,0.71,21.71,PCA4KSvsKP,3196,2,4,MultilayerPerceptron,19101,2.93E+12
62.86,0.47,0.63,0.68,0.68,21.36,PCA4KSvsKP,3196,2,4,Logistic,383,2.93E+12
62.55,0.47,0.62,0.68,0.68,21.25,PCA4KSvsKP,3196,2,4,SimpleLogistic,3700,2.93E+12
61.61,0.62,0.61,0.57,0.61,20.87,PCA4KSvsKP,3196,2,4,SMO,492,2.93E+12
67.52,0.57,0.67,0.62,0.67,22.88,PCA4KSvsKP,3196,2,4,IBk,571,2.93E+12
69.43,0.44,0.69,0.78,0.78,23.59,PCA4KSvsKP,3196,2,4,KStar,114468,3.05E+12
61.61,0.48,0.62,0.67,0.67,20.93,PCA4KSvsKP,3196,2,4,LWL,18265,3.07E+12
63.14,0.47,0.63,0.69,0.7,21.46,PCA4KSvsKP,3196,2,4,BayesNet,85,3.07E+12
62.14,0.48,0.62,0.67,0.68,21.11,PCA4KSvsKP,3196,2,4,NaiveBayes,39,3.07E+12
62.14,0.48,0.62,0.67,0.68,21.11,PCA4KSvsKP,3196,2,4,NaiveBayesUpdateable,44,3.07E+12
63.58,0.47,0.64,0.66,0.69,21.6,PCA4KSvsKP,3196,2,4,AdaBoostM1,600,3.07E+12
70.9,0.44,0.71,0.77,0.78,24.08,PCA4KSvsKP,3196,2,4,Bagging,1374,3.07E+12
52.22,0.5,0.36,0.5,0.5,17.74,PCA4KSvsKP,3196,2,4,Stacking,37,3.07E+12
64.36,0.47,0.64,0.69,0.7,21.86,PCA4KSvsKP,3196,2,4,LogitBoost,366,3.07E+12
52.22,0.5,0.36,0.5,0.5,17.74,PCA4KSvsKP,3196,2,4,Vote,8,3.07E+12
63.42,0.46,0.63,0.69,0.7,21.55,PCA4KSvsKP,3196,2,4,DecisionTable,437,3.07E+12
65.4,0.48,0.65,0.62,0.66,22.19,PCA4KSvsKP,3196,2,4,JRip,1949,3.07E+12
58.57,0.64,0.59,0.55,0.58,19.84,PCA4KSvsKP,3196,2,4,OneR,39,3.07E+12
52.22,0.5,0.36,0.5,0.5,17.74,PCA4KSvsKP,3196,2,4,ZeroR,4,3.07E+12
62.26,0.47,0.61,0.65,0.68,21.16,PCA4KSvsKP,3196,2,4,PART,449,3.07E+12
70.09,0.45,0.7,0.75,0.78,23.8,PCA4KSvsKP,3196,2,4,RandomCommittee,2063,3.07E+12
66.77,0.47,0.67,0.69,0.72,22.67,PCA4KSvsKP,3196,2,4,J48,270,3.07E+12
66.8,0.46,0.67,0.72,0.73,22.69,PCA4KSvsKP,3196,2,4,LMT,7834,3.08E+12
72.34,0.42,0.72,0.8,0.81,24.57,PCA4KSvsKP,3196,2,4,RandomForest,12801,3.10E+12
68.15,0.56,0.68,0.62,0.68,23.09,PCA4KSvsKP,3196,2,4,RandomTree,209,3.10E+12
67.58,0.47,0.68,0.7,0.73,22.95,PCA4KSvsKP,3196,2,4,REPTree,182,3.10E+12
53.33,0.44,0.4,0.53,0.61,18.17,PCA4lung-cancer,32,3,4,DecisionStump,0,3.10E+12
37.5,0.64,0.26,0.4,0.48,12.78,PCA4lung-cancer,32,3,4,LibSVM,16,3.10E+12
47.5,0.44,0.39,0.8,0.75,16.27,PCA4lung-cancer,32,3,4,MultilayerPerceptron,227,3.10E+12
63.33,0.43,0.54,0.86,0.83,21.58,PCA4lung-cancer,32,3,4,Logistic,12,3.10E+12
63.33,0.4,0.56,0.84,0.83,21.59,PCA4lung-cancer,32,3,4,SimpleLogistic,66,3.10E+12
46.67,0.45,0.32,0.62,0.73,15.98,PCA4lung-cancer,32,3,4,SMO,110,3.10E+12
43.33,0.55,0.36,0.54,0.58,14.79,PCA4lung-cancer,32,3,4,IBk,1,3.10E+12
40,0.56,0.34,0.66,0.53,13.66,PCA4lung-cancer,32,3,4,KStar,5,3.10E+12
61.67,0.41,0.52,0.79,0.76,21.01,PCA4lung-cancer,32,3,4,LWL,3,3.10E+12
55.83,0.43,0.45,0.62,0.73,19.05,PCA4lung-cancer,32,3,4,BayesNet,3,3.10E+12
71.67,0.34,0.64,0.9,0.91,24.41,PCA4lung-cancer,32,3,4,NaiveBayes,1,3.10E+12
71.67,0.34,0.64,0.9,0.91,24.41,PCA4lung-cancer,32,3,4,NaiveBayesUpdateable,1,3.10E+12
59.17,0.43,0.49,0.64,0.74,20.16,PCA4lung-cancer,32,3,4,AdaBoostM1,11,3.10E+12
64.17,0.41,0.54,0.85,0.83,21.86,PCA4lung-cancer,32,3,4,Bagging,8,3.10E+12
40,0.47,0.24,0.36,0.5,13.68,PCA4lung-cancer,32,3,4,Stacking,3,3.10E+12
61.67,0.44,0.52,0.83,0.79,21,PCA4lung-cancer,32,3,4,LogitBoost,33,3.10E+12
40,0.47,0.24,0.36,0.5,13.68,PCA4lung-cancer,32,3,4,Vote,1,3.10E+12
55.83,0.42,0.45,0.62,0.73,19.05,PCA4lung-cancer,32,3,4,DecisionTable,7,3.10E+12
57.5,0.45,0.48,0.66,0.76,19.6,PCA4lung-cancer,32,3,4,JRip,5,3.10E+12
66.67,0.42,0.59,0.67,0.75,22.67,PCA4lung-cancer,32,3,4,OneR,1,3.10E+12
40,0.47,0.24,0.36,0.5,13.68,PCA4lung-cancer,32,3,4,ZeroR,0,3.10E+12
61.67,0.44,0.52,0.66,0.77,21,PCA4lung-cancer,32,3,4,PART,2,3.10E+12
51.67,0.52,0.43,0.62,0.61,17.59,PCA4lung-cancer,32,3,4,RandomCommittee,14,3.10E+12
61.67,0.45,0.52,0.66,0.76,20.99,PCA4lung-cancer,32,3,4,J48,1,3.10E+12
63.33,0.4,0.56,0.84,0.83,21.59,PCA4lung-cancer,32,3,4,LMT,83,3.10E+12
64.17,0.43,0.55,0.84,0.8,21.85,PCA4lung-cancer,32,3,4,RandomForest,67,3.10E+12
42.5,0.61,0.35,0.53,0.57,14.49,PCA4lung-cancer,32,3,4,RandomTree,1,3.10E+12
56.67,0.44,0.47,0.62,0.68,19.3,PCA4lung-cancer,32,3,4,REPTree,1,3.10E+12
75.64,0.41,0.75,0.72,0.76,25.66,PCA4molecular-biology-promoters,106,2,4,DecisionStump,1,3.10E+12
81.36,0.4,0.81,0.78,0.82,27.59,PCA4molecular-biology-promoters,106,2,4,LibSVM,41,3.10E+12
88.82,0.26,0.89,0.96,0.95,30.17,PCA4molecular-biology-promoters,106,2,4,MultilayerPerceptron,594,3.10E+12
91.64,0.25,0.92,0.97,0.97,31.12,PCA4molecular-biology-promoters,106,2,4,Logistic,15,3.10E+12
90.82,0.28,0.91,0.98,0.97,30.84,PCA4molecular-biology-promoters,106,2,4,SimpleLogistic,124,3.10E+12
88.82,0.27,0.89,0.86,0.89,30.14,PCA4molecular-biology-promoters,106,2,4,SMO,40,3.10E+12
80.55,0.38,0.8,0.78,0.81,27.33,PCA4molecular-biology-promoters,106,2,4,IBk,2,3.10E+12
79.64,0.38,0.79,0.91,0.89,27.05,PCA4molecular-biology-promoters,106,2,4,KStar,77,3.10E+12
69.18,0.43,0.69,0.86,0.84,23.53,PCA4molecular-biology-promoters,106,2,4,LWL,17,3.10E+12
82.45,0.35,0.82,0.86,0.87,27.99,PCA4molecular-biology-promoters,106,2,4,BayesNet,3,3.10E+12
90.64,0.29,0.91,0.96,0.95,30.76,PCA4molecular-biology-promoters,106,2,4,NaiveBayes,0,3.10E+12
90.64,0.29,0.91,0.96,0.95,30.76,PCA4molecular-biology-promoters,106,2,4,NaiveBayesUpdateable,1,3.10E+12
86.18,0.29,0.86,0.93,0.93,29.27,PCA4molecular-biology-promoters,106,2,4,AdaBoostM1,21,3.10E+12
86.18,0.31,0.86,0.94,0.93,29.27,PCA4molecular-biology-promoters,106,2,4,Bagging,17,3.10E+12
47.27,0.5,0.3,0.5,0.5,16.09,PCA4molecular-biology-promoters,106,2,4,Stacking,3,3.10E+12
86.09,0.3,0.86,0.93,0.93,29.24,PCA4molecular-biology-promoters,106,2,4,LogitBoost,21,3.10E+12
47.27,0.5,0.3,0.5,0.5,16.09,PCA4molecular-biology-promoters,106,2,4,Vote,1,3.10E+12
81.45,0.36,0.81,0.86,0.87,27.66,PCA4molecular-biology-promoters,106,2,4,DecisionTable,15,3.10E+12
87.09,0.3,0.87,0.87,0.9,29.56,PCA4molecular-biology-promoters,106,2,4,JRip,13,3.10E+12
62.55,0.6,0.61,0.6,0.63,21.19,PCA4molecular-biology-promoters,106,2,4,OneR,2,3.10E+12
47.27,0.5,0.3,0.5,0.5,16.09,PCA4molecular-biology-promoters,106,2,4,ZeroR,0,3.10E+12
87.18,0.3,0.87,0.85,0.87,29.58,PCA4molecular-biology-promoters,106,2,4,PART,4,3.10E+12
82.55,0.36,0.82,0.86,0.88,28.02,PCA4molecular-biology-promoters,106,2,4,RandomCommittee,23,3.10E+12
86.27,0.31,0.86,0.86,0.88,29.28,PCA4molecular-biology-promoters,106,2,4,J48,2,3.10E+12
90.82,0.28,0.91,0.98,0.97,30.84,PCA4molecular-biology-promoters,106,2,4,LMT,191,3.10E+12
83.45,0.29,0.83,0.96,0.95,28.37,PCA4molecular-biology-promoters,106,2,4,RandomForest,135,3.10E+12
81.45,0.42,0.81,0.78,0.82,27.62,PCA4molecular-biology-promoters,106,2,4,RandomTree,1,3.10E+12
83.36,0.34,0.83,0.84,0.87,28.3,PCA4molecular-biology-promoters,106,2,4,REPTree,2,3.10E+12
85.78,0.34,0.85,0.8,0.82,29.08,PCA4ionosphere,351,2,4,DecisionStump,4,3.10E+12
90.32,0.29,0.9,0.86,0.88,30.64,PCA4ionosphere,351,2,4,LibSVM,168,3.10E+12
86.9,0.32,0.87,0.91,0.9,29.49,PCA4ionosphere,351,2,4,MultilayerPerceptron,1944,3.10E+12
84.92,0.33,0.85,0.9,0.89,28.83,PCA4ionosphere,351,2,4,Logistic,43,3.10E+12
85.77,0.35,0.85,0.9,0.89,29.1,PCA4ionosphere,351,2,4,SimpleLogistic,401,3.10E+12
86.62,0.36,0.86,0.81,0.82,29.36,PCA4ionosphere,351,2,4,SMO,48,3.10E+12
85.74,0.37,0.86,0.81,0.83,29.07,PCA4ionosphere,351,2,4,IBk,8,3.10E+12
86.04,0.33,0.85,0.94,0.94,29.22,PCA4ionosphere,351,2,4,KStar,988,3.10E+12
85.78,0.34,0.85,0.92,0.91,29.11,PCA4ionosphere,351,2,4,LWL,200,3.10E+12
85.51,0.33,0.85,0.86,0.87,29.02,PCA4ionosphere,351,2,4,BayesNet,8,3.10E+12
84.35,0.34,0.84,0.89,0.88,28.63,PCA4ionosphere,351,2,4,NaiveBayes,3,3.10E+12
84.35,0.34,0.84,0.89,0.88,28.63,PCA4ionosphere,351,2,4,NaiveBayesUpdateable,4,3.10E+12
85.49,0.34,0.85,0.88,0.88,29.01,PCA4ionosphere,351,2,4,AdaBoostM1,65,3.10E+12
87.48,0.31,0.87,0.93,0.93,29.7,PCA4ionosphere,351,2,4,Bagging,87,3.10E+12
64.1,0.48,0.5,0.54,0.5,21.71,PCA4ionosphere,351,2,4,Stacking,6,3.10E+12
86.06,0.33,0.85,0.89,0.88,29.2,PCA4ionosphere,351,2,4,LogitBoost,51,3.10E+12
64.1,0.48,0.5,0.54,0.5,21.71,PCA4ionosphere,351,2,4,Vote,1,3.10E+12
84.35,0.35,0.84,0.81,0.83,28.61,PCA4ionosphere,351,2,4,DecisionTable,41,3.10E+12
84.35,0.36,0.84,0.81,0.83,28.61,PCA4ionosphere,351,2,4,JRip,75,3.10E+12
84.63,0.39,0.84,0.79,0.81,28.68,PCA4ionosphere,351,2,4,OneR,5,3.10E+12
64.1,0.48,0.5,0.54,0.5,21.71,PCA4ionosphere,351,2,4,ZeroR,0,3.10E+12
84.34,0.35,0.84,0.84,0.86,28.62,PCA4ionosphere,351,2,4,PART,15,3.10E+12
84.63,0.33,0.84,0.89,0.91,28.73,PCA4ionosphere,351,2,4,RandomCommittee,96,3.10E+12
83.49,0.36,0.83,0.83,0.84,28.32,PCA4ionosphere,351,2,4,J48,21,3.10E+12
85.77,0.36,0.85,0.9,0.89,29.1,PCA4ionosphere,351,2,4,LMT,567,3.10E+12
87.48,0.3,0.87,0.94,0.94,29.71,PCA4ionosphere,351,2,4,RandomForest,602,3.10E+12
83.2,0.4,0.83,0.79,0.82,28.21,PCA4ionosphere,351,2,4,RandomTree,8,3.10E+12
84.64,0.35,0.84,0.82,0.84,28.71,PCA4ionosphere,351,2,4,REPTree,7,3.10E+12
3.33,0.1,0,0.07,0.61,1.61,PCA4cpu,209,104,4,DecisionStump,13,3.10E+12
10.05,0.13,0.06,0.1,0.54,3.82,PCA4cpu,209,104,4,LibSVM,3879,3.10E+12
7.17,0.1,0.03,0.23,0.6,2.89,PCA4cpu,209,104,4,MultilayerPerceptron,201906,3.31E+12
19.64,0.11,0.18,0.41,0.76,7.1,PCA4cpu,209,104,4,Logistic,34319601,3.72E+13
13.4,0.1,0.12,0.38,0.7,5,PCA4cpu,209,104,4,SimpleLogistic,14595,3.72E+13
3.33,0.1,0,0.17,0.6,1.61,PCA4cpu,209,104,4,SMO,147196,3.74E+13
21.07,0.1,0.19,0.23,0.61,7.53,PCA4cpu,209,104,4,IBk,5,3.74E+13
21.55,0.1,0.2,0.35,0.67,7.7,PCA4cpu,209,104,4,KStar,333,3.74E+13
5.71,0.1,0.02,0.3,0.68,2.43,PCA4cpu,209,104,4,LWL,676,3.74E+13
5.24,0.1,0.02,0.17,0.66,2.27,PCA4cpu,209,104,4,BayesNet,36,3.74E+13
14.38,0.11,0.13,0.36,0.71,5.33,PCA4cpu,209,104,4,NaiveBayes,67,3.74E+13
14.38,0.11,0.13,0.36,0.71,5.33,PCA4cpu,209,104,4,NaiveBayesUpdateable,86,3.74E+13
3.33,0.1,0,0.07,0.61,1.61,PCA4cpu,209,104,4,AdaBoostM1,39,3.74E+13
16.71,0.1,0.14,0.33,0.68,6.1,PCA4cpu,209,104,4,Bagging,289,3.74E+13
3.33,0.1,0,0.05,0.5,1.58,PCA4cpu,209,104,4,Stacking,10,3.74E+13
23.43,0.1,0.21,0.39,0.69,8.34,PCA4cpu,209,104,4,LogitBoost,2056,3.74E+13
3.33,0.1,0,0.05,0.5,1.58,PCA4cpu,209,104,4,Vote,6,3.74E+13
3.81,0.1,0.01,0.11,0.62,1.78,PCA4cpu,209,104,4,DecisionTable,357,3.74E+13
9.07,0.1,0.05,0.11,0.55,3.51,PCA4cpu,209,104,4,JRip,530,3.74E+13
4.31,0.14,0.02,0.06,0.51,1.9,PCA4cpu,209,104,4,OneR,8,3.74E+13
3.33,0.1,0,0.05,0.5,1.58,PCA4cpu,209,104,4,ZeroR,2,3.74E+13
16.26,0.11,0.14,0.25,0.62,5.92,PCA4cpu,209,104,4,PART,456,3.74E+13
20.12,0.11,0.19,0.29,0.63,7.21,PCA4cpu,209,104,4,RandomCommittee,467,3.74E+13
16.24,0.11,0.15,0.26,0.62,5.92,PCA4cpu,209,104,4,J48,58,3.74E+13
19.64,0.11,0.18,0.39,0.69,7.07,PCA4cpu,209,104,4,LMT,41924,3.74E+13
20.57,0.1,0.19,0.34,0.67,7.38,PCA4cpu,209,104,4,RandomForest,2909,3.74E+13
20.07,0.12,0.19,0.22,0.59,7.18,PCA4cpu,209,104,4,RandomTree,46,3.74E+13
9.07,0.1,0.06,0.21,0.66,3.54,PCA4cpu,209,104,4,REPTree,36,3.74E+13
