Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
92.51,0.19,0.93,0.98,0.99,31.43,PCA4splice,3190,3,4,Logistic,1224,7.08897E+12
92.48,0.2,0.92,0.98,0.99,31.42,PCA4splice,3190,3,4,SimpleLogistic,5834,7.09475E+12
92.7,0.3,0.93,0.89,0.95,31.45,PCA4splice,3190,3,4,SMO,341,7.09507E+12
90.69,0.25,0.91,0.86,0.93,30.79,PCA4splice,3190,3,4,IBk,834,7.0959E+12
92.35,0.2,0.92,0.98,0.99,31.38,PCA4splice,3190,3,4,KStar,110564,7.20643E+12
71.29,0.35,0.67,0.91,0.93,24.29,PCA4splice,3190,3,4,LWL,19863,7.22626E+12
90.5,0.22,0.91,0.96,0.98,30.75,PCA4splice,3190,3,4,BayesNet,88,7.22636E+12
74.23,0.35,0.71,0.93,0.94,25.28,PCA4splice,3190,3,4,NaiveBayes,36,7.2264E+12
74.23,0.35,0.71,0.93,0.94,25.28,PCA4splice,3190,3,4,NaiveBayesUpdateable,37,7.22644E+12
80.44,0.36,0.8,0.8,0.89,27.32,PCA4splice,3190,3,4,AdaBoostM1,428,7.22687E+12
92.45,0.19,0.92,0.97,0.98,31.41,PCA4splice,3190,3,4,Bagging,812,7.22768E+12
51.88,0.45,0.35,0.38,0.5,17.64,PCA4splice,3190,3,4,Stacking,38,7.22772E+12
91.54,0.2,0.92,0.97,0.98,31.11,PCA4splice,3190,3,4,LogitBoost,893,7.2286E+12
51.88,0.45,0.35,0.38,0.5,17.64,PCA4splice,3190,3,4,Vote,6,7.22861E+12
89.18,0.23,0.89,0.95,0.97,30.31,PCA4splice,3190,3,4,DecisionTable,445,7.22905E+12
90.94,0.23,0.91,0.9,0.94,30.88,PCA4splice,3190,3,4,JRip,2501,7.23151E+12
65.61,0.48,0.65,0.56,0.7,22.28,PCA4splice,3190,3,4,OneR,35,7.23155E+12
51.88,0.45,0.35,0.38,0.5,17.64,PCA4splice,3190,3,4,ZeroR,5,7.23157E+12
90.31,0.22,0.9,0.94,0.96,30.68,PCA4splice,3190,3,4,PART,533,7.23211E+12
91.1,0.21,0.91,0.95,0.97,30.95,PCA4splice,3190,3,4,RandomCommittee,1135,7.23324E+12
91,0.23,0.91,0.91,0.95,30.91,PCA4splice,3190,3,4,J48,237,7.23348E+12
92.48,0.2,0.92,0.98,0.99,31.42,PCA4splice,3190,3,4,LMT,14415,7.24783E+12
92.51,0.19,0.93,0.97,0.99,31.43,PCA4splice,3190,3,4,RandomForest,7290,7.25509E+12
90.28,0.25,0.9,0.85,0.92,30.65,PCA4splice,3190,3,4,RandomTree,113,7.25521E+12
90.53,0.23,0.91,0.94,0.97,30.76,PCA4splice,3190,3,4,REPTree,90,7.2553E+12
